id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1311409590114889729,1311409590114889729,2020-09-30 16:56:25 EDT,2020-09-30,16:56:25,-0400,432862262,nassarhuda,Huda Nassar,,"We are starting a new activity in the Julia community: a ""Julia Installathon"" with the first one taking place this Saturday @ 12pm ET. (more details: https://t.co/vGAQbKdIie)

Please share with anyone who might be interested, it's a great chance to get started with #julialang :).",en,[],['https://discourse.julialang.org/t/first-julia-installathon-next-saturday-at-12-00-pm-edt-october-3rd/47367'],[],1,39,101,['julialang'],[],https://twitter.com/nassarhuda/status/1311409590114889729,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1309968384193368065,1309968384193368065,2020-09-26 17:29:35 EDT,2020-09-26,17:29:35,-0400,432862262,nassarhuda,Huda Nassar,,"These random #juliacon tweets from pre-2020 sometimes make my day. 

This is also one of my favorite talks given by one of my favorite people @nhdaly 😍.",en,['nhdaly'],[],[],0,0,18,['juliacon'],[],https://twitter.com/nassarhuda/status/1309968384193368065,,https://twitter.com/JuliaConOrg/status/1309949865380642818,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1308580714284306432,1308580714284306432,2020-09-22 21:35:29 EDT,2020-09-22,21:35:29,-0400,432862262,nassarhuda,Huda Nassar,,"Happening tomorrow, 5-7pm ET: I’ll join @acidflask and others on a panel to discuss finding data science jobs during covid19 times. Thanks to @olgavitek for organizing, I’m very much looking forward to this!

Link to sign up is below ⬇️.",en,"['acidflask', 'olgavitek']",[],[],0,6,20,[],[],https://twitter.com/nassarhuda/status/1308580714284306432,,https://twitter.com/acidflask/status/1307702652332015616,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1308484102446817285,1308484102446817285,2020-09-22 15:11:35 EDT,2020-09-22,15:11:35,-0400,432862262,nassarhuda,Huda Nassar,,"I know, I know... I shouldn’t get ahead of myself, but hey @natstann are you advocating using Julia now?",en,['natstann'],[],[],1,0,16,[],[],https://twitter.com/nassarhuda/status/1308484102446817285,,https://twitter.com/natstann/status/1308418918806171649,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1307812926162567169,1307812926162567169,2020-09-20 18:44:34 EDT,2020-09-20,18:44:34,-0400,432862262,nassarhuda,Huda Nassar,,"It’s always fun to try and get a recipe from my mom.
Her: these are the ingredients
Me: okay what are the measurements 
Her: idk 🤷‍♀️ you just add things together and you’ll know when to stop
Me: 😭

But anyway, this turned out really well given all the guesstimating I had to do 😀 https://t.co/WgbrLMCGee",en,[],[],"['https://pbs.twimg.com/media/EiZI61YXYAAiPDm.jpg', 'https://pbs.twimg.com/media/EiZI61XXkAIwf2v.jpg']",6,3,68,[],[],https://twitter.com/nassarhuda/status/1307812926162567169,,,1,https://pbs.twimg.com/media/EiZI61YXYAAiPDm.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1306745685342027777,1306263579897688065,2020-09-17 20:03:44 EDT,2020-09-17,20:03:44,-0400,432862262,nassarhuda,Huda Nassar,,"@TonyCulos @cassidoo Nah... I don’t mix between the two cults 😂😉.

Also: is this where I say “what’s stopping you from coding like this?” (Imagine a laptop in front of me). https://t.co/wQr2swtKo6",en,"['tonyculos', 'cassidoo']",[],['https://pbs.twimg.com/media/EiJ-RiOXgAAtNaL.jpg'],1,0,4,[],[],https://twitter.com/nassarhuda/status/1306745685342027777,,,1,https://pbs.twimg.com/media/EiJ-RiOXgAAtNaL.jpg,,,,,,,"{'user_id': '313495611', 'username': 'TonyCulos'}",,,,
1306410637992624128,1306394243985006593,2020-09-16 21:52:22 EDT,2020-09-16,21:52:22,-0400,432862262,nassarhuda,Huda Nassar,,@EdwardTufte Different but related topic: This Arabic translation of Euclid always reminded me of the tufte-latex style... it’s fascinating to see this style from centuries ago. https://t.co/cpVyPt7TdD,en,['edwardtufte'],[],['https://pbs.twimg.com/media/EiFNjJUWkAAQVUG.jpg'],0,0,5,[],[],https://twitter.com/nassarhuda/status/1306410637992624128,,,1,https://pbs.twimg.com/media/EiFNjJUWkAAQVUG.jpg,,,,,,,"{'user_id': '152862026', 'username': 'EdwardTufte'}",,,,
1305992627649687555,1305992627649687555,2020-09-15 18:11:21 EDT,2020-09-15,18:11:21,-0400,432862262,nassarhuda,Huda Nassar,,"Thank you @redrapids for having me and for the fun chat! I look forward to hearing about the Groxio community's experience with Julia.

Also, this was probably the first time that I share that I'm joining https://t.co/5lQ15Ldi96 -- more about it in part 2: https://t.co/jpCeGF3MT0",en,['redrapids'],"['http://relational.ai', 'https://youtu.be/g5evoldCvlQ']",[],1,4,37,[],[],https://twitter.com/nassarhuda/status/1305992627649687555,,https://twitter.com/GroxioLearning/status/1305931901622943752,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1304429601574223877,1304429601574223877,2020-09-11 10:40:26 EDT,2020-09-11,10:40:26,-0400,432862262,nassarhuda,Huda Nassar,,Oof. So glad I’m trained to read columnwise.,en,[],[],[],3,7,71,[],[],https://twitter.com/nassarhuda/status/1304429601574223877,,https://twitter.com/thats_soDeja/status/1303759160140496897,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1295564381137383425,1295480460030521344,2020-08-17 23:33:13 EDT,2020-08-17,23:33:13,-0400,432862262,nassarhuda,Huda Nassar,,@alycosta @Kapoterike @quinn_jacobd said it best: https://t.co/QIJ6WZAADV,en,"['alycosta', 'kapoterike', 'quinn_jacobd']",['https://twitter.com/quinn_jacobd/status/1295400165931548673?s=21'],[],0,0,5,[],[],https://twitter.com/nassarhuda/status/1295564381137383425,,https://twitter.com/quinn_jacobd/status/1295400165931548673,0,,,,,,,,"{'user_id': '8296412', 'username': 'alycosta'}",,,,
